"","actual","trend","pred","lower","upper","date"
"1153",NA,NA,371.752299175743,347.784979182573,395.719619168912,2019-02-26
"1154",NA,NA,371.620299330205,347.443381261098,395.797217399313,2019-02-27
"1155",NA,NA,371.384962932814,347.000243535261,395.769682330367,2019-02-28
"1156",NA,NA,371.646291421276,347.055521958007,396.237060884545,2019-03-01
"1157",NA,NA,371.947619233938,347.152507368447,396.74273109943,2019-03-02
"1158",NA,NA,372.375611423174,347.377822997607,397.373399848742,2019-03-03
"1159",NA,NA,372.673602209158,347.47476292231,397.872441496005,2019-03-04
"1160",NA,NA,373.138257243031,347.73995423561,398.536560250453,2019-03-05
"1161",NA,NA,373.006242801605,347.410026155198,398.602459448013,2019-03-06
"1162",NA,NA,372.637559444233,346.844943599958,398.430175288507,2019-03-07
"1163",NA,NA,371.64554027056,345.658005372852,397.633075168269,2019-03-08
"1164",NA,NA,371.536854301867,345.355847472376,397.717861131359,2019-03-09
"1165",NA,NA,371.548167007933,345.17510355418,397.921230461685,2019-03-10
"1166",NA,NA,372.03614585852,345.472410421519,398.599881295521,2019-03-11
"1167",NA,NA,372.230790370751,345.477738015522,398.983842725981,2019-03-12
"1168",NA,NA,372.152099802444,345.211057054991,399.093142549897,2019-03-13
"1169",NA,NA,372.283408166412,345.155674000542,399.411142332282,2019-03-14
"1170",NA,NA,372.678049273846,345.364896050868,399.991202496825,2019-03-15
"1171",NA,NA,372.579356240159,345.082030604337,400.07668187598,2019-03-16
"1172",NA,NA,372.847328709945,345.167052442353,400.527604977537,2019-03-17
"1173",NA,NA,373.835297314522,345.973268147723,401.697326481321,2019-03-18
"1174",NA,NA,372.799934208186,344.757326604067,400.842541812305,2019-03-19
"1175",NA,NA,372.871237880324,344.649203773145,401.093271987503,2019-03-20
"1176",NA,NA,372.175872769443,343.775542276121,400.576203262764,2019-03-21
"1177",NA,NA,372.100507955261,343.5229900547,400.678025855822,2019-03-22
"1178",NA,NA,372.111809359232,343.358192542413,400.865426176052,2019-03-23
"1179",NA,NA,372.123110223076,343.194463115519,401.051757330634,2019-03-24
"1180",NA,NA,372.134410580245,343.031782538312,401.237038622178,2019-03-25
"1181",NA,NA,372.891171073113,343.615592755585,402.166749390642,2019-03-26
"1182",NA,NA,371.851267697967,342.403751614142,401.298783781791,2019-03-27
"1183",NA,NA,371.498027480755,341.879568516356,401.116486445155,2019-03-28
"1184",NA,NA,371.008120188218,341.219696110203,400.796544266233,2019-03-29
"1185",NA,NA,369.731549423025,339.774121364397,399.688977481653,2019-03-30
"1186",NA,NA,370.194974138632,340.069487064259,400.320461213005,2019-03-31
